Username,Full Name,Followers,Following,Bio,Websites,Posts Count
Pietroross,Pietro Rossini,179,2000,Amante di Cinema e Serie TV,3,60
Testa71,testa71,1772,1771,Coach in istruzione finanziaria ho studiato con Donald Trump e Robert Kiyosaki,2,16
BabiItalyMusic,Bernardo Cavalli,252,667,http://t.co/qUntHC2j,0,88
deidda,Salvatore Sasso,516,443,"FRATELLI D'ITALIA - guerriero e sognatore, ex An e prima ancora ma sempre nella vita Fronte della Gioventu' - Comunità Caravella",1,38
matteobusanelli,Matteo Busanelli,56,156,"Semantic Web, Linked Open Data, EA, System Thinking, Lean Management, Google Innovations ...but also Technology, MotoGP, Music and more. Let me tweet it! ",1,27
Freschissimo,Frescherie,102,392,Austral'indignato.. Il peggior momento per essere un emigrato!,2,96
CampagnaEric,Eric Campagna,21,63,Tifoso della Juve di professione. Database administrator per passione. Runner (a volte) per hobby!,1,56
SKshouse,Sorush Kavoosian,189,283,"Bball writer for @eat_sport , sports lover, rock/metal/postpunk lover. Romantic, but only with big breasted women. Supporter of @BCMestre1958",3,49
easypleaseme,gianluca,238,158,We all have the choice to take the lead or follow.,3,17
jole_bee,Namaste,369,198,"Non so quello che dico,ma lo dico veramente bene! PerchÃ¨ i miei ricci sono la mia firma! Come docet Afefff!",3,54
Lebowskiana,Francesca De Chiara,243,761,"Bowling Alone//Eating reality sandwiches//Information is collected, knowledge is constructed// Tweets in IT & EN.",0,54
mattec_,Matteo C.,84,601,VoIP engineer curioso.,2,11
baba_andrea,Andrea Marin,575,860,"si dice vi siano vite unite fra loro nel tempo, legate da un'antica chiamata che rieccheggia nelle ere ... il Destino.",2,15
YanniKouts,Yannis Koutsomitis,13890,12773,"World politics, Economy & Film. Euro crisis combatant.",3,95
siroindustry,Siro Descrovi,588,868,Management and #Marketing student Founder at Siro Industry,1,80
Boborosko,Roberto Rusco,17,78,al contrario degli altri utenti di Twitter che sono tutti famosi io sono un bel cazzo di nessuno e sono contento di esserlo,3,81
Emiko84,Emiliana,214,314,"28, Italian. Languages are my life! (English,EspaÃ±ol,CatalÃ , SignLanguage,Jap.). Fan italiana nÃºmero 1 del BarÃ§a! VISCA!! Politics. Love Stewart & Colbert :)",1,62
9lla_ae,9lla_ae,281,405,"Women aren't difficult, state capitals are difficult (cit Lisa Simpson)",0,19
salcam83,Salvo Cammisuli,20,95,Meglio essere ignoranti con la testa altrui che intelligente con la testa degli altri,3,32
SaraCaulfield,Sara Caulfield â„,54,100,"I haven't been everywhere, but it's on my list âœˆ",0,98
Brainwashed91,Daniel Molinari,111,216,San Diego Chargers addicted. US West Coast lover. Always miss Westwood [UCLA] days. Sociology student. Alternative Music. Cinema. Books. Dreamer. #FIGABANANA. ,0,6
AlbertoCipolla,Alberto Cipolla,635,320,"Musician:Arrager,Composer,Pianist,Singer.Rock,Electronic,Pop,Classical,Wafer,Cream,Extra-Dark.not another cool-indie-artist.complete bio on my myspace.",0,99
lalladelve,La Delve,554,1853,Product Manager 4 Apulia Film Commission | Fashionista | ,1,53
Blizzard1001,Bianca Morandi,469,1988,"Hooked on Hi-tech, finance and pretty things..",2,45
woodoow,anna wood,153,308,Molto desigual!,2,18
FedeSolo,Federico Puttilli,289,364,Chitarra e penna di NadÃ r Solo. Chitarra per Daniele Celona. Chitarra per Casey Chandler (AKA Galapaghost).,0,52
katun79,Tommaso,213,506,"Crazy boy from Florence, Italy! Linux lover, coffee addict, Android enthusiast and Google supporter (=",0,10
ziodimitri,Î”emetrio Ä¦igliorati,125,187,"Vedo solo bicchieri mezzi pieni. Propongo fino a risultare fastidioso. Ho voglia di fare e appena posso faccio. Mi appassiono. Amo. Insomma, dura buttarmi giÃ¹. ",0,80
Forever_Purple,RETE VIOLA  FAENZA,409,1159,SITO WEBhttp://www.reteviola.org/ https://www.facebook.com/popoloviola.faenza?sk=info,3,58
tripmario,Mario,263,414,"Ascolto musica, principalmente. La scelgo e la metto in play. Io so fare solo questo.",3,24
bemaffei,Benny Maffei,122,427,"Ama chi ti ama, non amare chi ti sfugge, ama il cuor che per te strugge... non ti ama chi amor ti dice, ma ti ama chi ti guarda e tace!.....",1,75
kricchia,Kricchia,46,68,,1,52
ale_fax7,E. Alessio Fasano,151,1172,"MSc student of market management, football addicted, & neroazzurro. My interests are reading, #FUBLES and B.O.strategy. Social media-techie enthusiast.",2,99
kademart,beppe cademartiri,23,60,"Penso cazzate, dico cazzate, faccio cazzate. Sono una persona coerente. ",1,12
GiovanniJonny,Giovanni Menegalli,116,220,International economics (Unipd) Potrei morire per patatine e libertÃ ,0,9
always_paoletta,always_paoletta,2221,1636,"In order to form an immaculate member of a flock of sheep one must, above all, be a sheep. (Einstein) Are you brave enough to look straight in my eyes?",1,96
gowillywonka,Willy Wonka,517,34,I'm the greatest chocolatier in the history of world; I'm owner of a very famous chocolate factory. I create all sorts of wonderful candy.,0,55
iMightBeWrong,âˆ†aft Jump ,126,126,Odio avere due personalitÃ . E' fantastico.,2,86
sabato83,Sabato Siani,245,153,"#bloccogliappuntiAppassionato di Teatro,Cinema,Fotografia,Musica,Tecnologia,Auto,Corse",2,78
keeper1966,Giuseppe Ricciardi,111,282,"Appassionato di telefonia, informatica, multimediale. Ingegneria della Sicurezza e Protezione. Area Manager di Waze, navigatore sociale gratuito. Juventino! 30",0,73
_Eli__,Elisa Pantano,34,77,Take the time to make some sense of what you want to say.,0,41
iZia_,Zia Cate,292,611,"iZia: modello unico, affrettatevi, scompare! // I hate everyone. //I'm a Londoner, and London is getting to know it. // int https://t.co/dRMEAuXp5Z",1,34
littleaviator27,Danilo Tria,18,186,"Al vero corridere non interessa la medaglia,vincere la gara.Il vero corridore vuole solo correre.",0,54
EliahBaley26,Gaetano Nasca,44,63,"Ex dipendente di una rivendita di vernici per auto, appassionato di fantascienza e fumetti,democratico, cattolico.",0,10
Brinaci,sabrina,44,138,"Perderete tutte le battaglie. Ma solo una potrete vincerne. Quella che s'ingaggia ogni mattina, davanti allo specchio.  Montanelli ",3,76
Cathy_Coffee,Francine,75,217,"I'm impossible to forget, but I'm hard to remember.",0,30
eccezion_ale,eccezion_ale,35,139,farÃ² un viaggio meraviglioso.cosa importa se questo mi costerÃ  qualche pena o un pÃ² di sangue?,0,45
martibarakat,retteparallele,244,294,"io non twitto, mi lamento. mi piace la pizza e vasco brondi. sto cercando di capire chi sono. ",0,92
veracinico,Ezio Veracini,21,368,Un uomo della strada,0,79
p1qu3,giampaolo galenda,29,28,Creativity is allowing yourself to make mistakes. Art is knowing which ones to keep.,1,32
PieroMicheletti,Pierluigi Micheletti,40,53,"Toscano,sales manager di Welcome Italia spa e formatore. Frase ispiratrice:la conoscenza degli effetti e l'ignoranza delle cause produsse l'astrologia. Leopardi",1,98
benny92_wliga,Benedetto Loris,123,213,"I'm a programmer, web developer, mobile developer especially iPhone and iPad,Systems Engineer and I can design a database. ",3,30
alfredodesideri,Алфредо Събота,22,125,"Architetto, docente di disegno e storia dell'arte. Aka Alfredo Desideri (Second Life). ",3,100
darkokerim,darko,48,96,"Ian Fleming creates me, from Russia with love...",3,69
lerzegov,Luca Erzegovesi,233,40,"Insegno finanza a ujnitn.it, studio i confidi e la finanza delle Pmi. Sogno il business office, un aiuto alle imprese per la buona gestione - RT not endorsement",0,41
lapinella,alessia marcuzzi,408372,194,Giocatrice professionista di burraco.,3,78
Frankieriili,Dott. Frankie Riili,504,401,"medico d'emergenza, entusiasta della democrazia liquida, un cuore anarchico, glbt, siciliano.",1,15
Silviatave,Silvia T,30,96,"Faccio cose, vedo gente",3,68
MsBlackandWhite,Carlotta,42,81,"Yes, I am a criminal. My crime is that of curiosity. My crime isthat of judging people by what they say and think, not what they look like.",0,69
francobandelli,Franco Bandelli,479,261,candidato Presidente Regione Friuli Venezia Giulia #ladifferenza,1,24
bananediscarto,Alfonso M.,612,257,Coltiva pigrizia. Raccoglie perdite di tempo [ancora cofondatore del fraccomodismo],3,27
avvaliprandi,Alessandro Aliprandi,131,193,"Furioso per l'incompetenza della classe politica italiana, talvolta, degli stessi italiani, abbindolati dalle televisioni.",0,58
smalto10,orlando smaltini,74,182,spesso le cose più interessanti sono le più folli..,3,68
av_93,Andrea Vicidomini,55,271,"Tu non mi interessi, a meno che tu non abbia una Guinness, in quel caso possiamo parlarne.http://t.co/iXWZlvML",0,65
AtiPrince,Attilio Scalesse,95,213,Italiano. Napoletano. Problem Solver. Scrittore. Bassista.,0,40
wisky75,William Wallace Sr,19,253,VVIP,3,35
Andrea3787,Andrea Facchi,27,255,"Praticante avvocato, agricoltore e innamorato della vita e di Laura. ",0,61
Fabio_42,Mr. Fabio,68,178,L'uomo con lo sguardo talmente magnetico che gli volano in faccia i tombini.,2,86
leonardodest,Leonardo DeStefanis,169,1021,Suono il clacson,0,12
Luca_Milan_i,Luca Milani,15,76,"Mangio il giusto, vado di corpo regolarmente, fisicamente non presento anomalie evidenti, un giorno conquisterò il mondo ma intanto è tutto così triste.",1,64
S_Calandra,Calandra Salvatore,111,216,Studente di giurisprudenza. presso l' universita' di Varese!!!!!!,1,92
GigNinni9,GigNinni,30,96,Keep Calm and drink VODKA!,0,98
ttfra,Francesca Giuliani,34,68,...Pools of sorrow waves of joyare drifting thorough my open mind...Possessing and caressing me...,1,52
pasettodaniele,Daniele Pasetto,76,377,"  “Forgive your enemies, but never forget their names.”(John Fitzgerald Kennedy)",3,14
Imbecilla,"Sono io, e allora?",11089,565,Chi sono io? Chi cazzo sei tu!http://t.co/txticjbGYT,3,56
JacopoSuppo,Jacopo Suppo,227,521,,2,73
pesce2802,Antonio Ballestrazzi,102,254,Fisico brontolone,0,25
susannapp,Susanna Appendino,144,543,"26 anni di ricerche,il problema è che non ho ancora capito cosa sto cercando. Il lunedì sono sempre a dieta.",0,4
sel_terreni,Selvaggia Terreni,65,186,"Nel mio bozzolo aspetto serena di vivere la mia seconda vita, con la ferma speranza che solo un bruco può avere...",0,60
Dalloway_,La Dallouei,1271,619,"Un'artista, solo in sala settoria. Non semino, ma raccolgo tempesta.",0,30
DoctorSusy,Susy Longoni,53,56,Illegal alien in Milano,2,92
Ettoreeeee,Ettore,1612,1581,ho cercato un Saggio che mi insegnasse a parlare ed ho trovato un Saggio che mi ha insegnato a tacere,1,34
CoachPego,Matteo Pego,95,135,"~Matteo, 20 years old, from Italy, ♥ Ile, ♥ #fcInternazionale, #NBA expert, Geek, ♥ Rock, ♥ Poker... Schei e paura... mai avui",2,38
AlessioSak,Alessio S.,133,270,Studente a vita. Only personal - mostly not serious - opinions. ,3,7
Seph_thepools,Roland Seph Erulo,190,620,"Playing guitar since 2006, start being my life in 2011. Support my band http://t.co/N43loIMZ",0,83
Emily1998x,EmilyLoves1D,357,826,23.03.2013 #Bestdayofmylife Bibo looked at us for a second @bieberssexness Love you Justin. ❤,0,9
GiorginaBi,Giorgina B,239,348,...non so se hai presente una puttana ottimista e di sinistra...,0,58
hanoi_xan,Roberto Peccolo,115,454,"People say I'm too easygoing, unmotivated, and accepting of my own flaws, but I've learnt to live with that.",1,3
ReutersLJucca,Lisa Jucca,2698,261,"Chief Financial Correspondent, Italy @ Reuters. Views are strictly my own. RTs are not endorsement. ",2,92
oldmadbear,orso Fritz,1076,840,"vecchio orso un po' incazzoso, ma poco, neh! , appena, appena un cicinin, ma pur sempre un signor orso",3,83
devnulI,♔ Ricardo Piana,2818,3032,"Mi chiamo Ricardo Piana, ho 42anni e programmo fin da bambino.I linguaggi objC, C++, PHP e Javascript Browsergame (Fatto da me): http://www.wardrome.com",3,90
MassimodeFavari,MassimodeFavari,68,258,Fotografo.,1,18
gianpi82,Gianpi Francaviglia,72,14,Assai acquista chi perdendo impara,2,25
FrenkT,Francesco Tuveri,95,174,"Computer engineering sttudent, googler, tech lover & NBA fan",0,45
Acasy,Acas,3286,2743,"Usa la diplomazia, Luke.",3,30
CarlaMangado,CarlaMangado,777,1995,Between Central London & Canary Wharf...,3,70
sarins79,Sarins,140,190,I sing off key,1,17
vittorianicolo,Vittoria Nicolò,932,781,Questo è un altro aspetto rasserenante della natura: la sua immensa bellezza è lì per tutti. Nessuno può pensare di portarsi a casa un'alba o un tramonto.,3,57
Dario031,Dario Coppola,44,91,con grande umiltà e sempre con la massima ironia (Rocco),3,33
DanieleColossi,Daniele Colossi,81,182," Non perdere tempo con l'invidia. A volte sei davanti, a volte resti indietro, ma alla fine la corsa è lunga, ed è solo con te stesso.",2,88
MichelaDada,Michela,27,59,Un modo per vincere lo trovo sempre!,0,98
arigiulio,Arianna Giuliodori,125,452,I am an Italian woman living in Paris. I'm passionate of technologies when they help us to communicate more and better!,2,67
foxyvol,foxyvol,2107,1898,"Passione per innovazione,musica progressive rock e saggistica.....passione per la vita.Passion for innovation ,progr rock & non-fiction......passion for life",2,23
MrSolargarden,Solargarden,200,461,Conto fino a dieci per cercare di non sparare stronzate.,1,33
lulu_ouimoi,Lu,57,104,"Guardati in modo particolare da qualsiasi pressione a uniformarti a standard troppo ampi e a generalizzazioni assolute. Se necessario, ribellati. Sii te stesso.",2,94
saidvuok,Sandro Repetti,201,500,runner e lavoratore digitale,3,30
centobuste,il Postino,625,268,il cammino dell'uomo timorato è minacciato da ogni parte dalle iniquità degli esseri egoisti e dalla tirannia degli uomini malvagi...,3,38
perplessa08,perplessa,872,625,mi guardo intorno e mahhhh ... ,2,24
jungleLella87,Donatella Caldarazzo,126,650,"rompipalle patentata e certificata, nonché grandissimo genio incompreso! :D",2,46
michele_maschio,Michele Maschio,237,487,"media relations for Expedia, mediaholic, football fan, dreamer, polemical. I love travelling and politics.",0,88
UKIzero,ukizero.com,554,937,"ControCultura/ControInformazione/Arte e Musica della fantasmatica contemporanea/Scienza, coscienza ed eros/Evoluzioni di correnti e tendenze. [Blog / WebZine]",1,63
fabiola_raffa,Fabiola Raffa,347,431,Head of New International Business & Country Manager Italy @ Kwanko - Netaffiliation,1,52
Liuknet,liuk_on_the_stick,10,41,One More Thing                                          SJ,2,16
lpasone,Luca Pastore,25,135,"CEO 2next srl, i love food, series tv, classic guitar, acquarium marine, my job, silverlight, metro,wp7,dnn and a lot of other things!!!!",2,80
dottor_rossi,Fabio Rossi,53,487,International law and foreign policy adviser | Football and cycling fan | Eatalian,1,7
ilpat,Peter PaT ,577,776,"Vivo ancora nel 1985. Non parlatemi del XXI secolo, questo secolo non esiste.",0,4
Lovecraft1983,Francesco Profumo,87,305,Se non ho nulla da dire è meglio stare zitto.Se non ricordo ciò che volevo dire allora non era così importante.,0,69
Biagiothai,Enrico Biagini,286,538,"Politica, poesia, fotografia, antiproibizionismo, faccio quel che posso per voi! CAMBIARE SI PUO'",0,32
marianna_marra,Marianna Marra,49,218,statistichevolissimevolmente                                                         ...go with the flow,3,21
Boffetto,Francesco Mattioli,235,533,"Ho una passione sfrenata per la tecnologia, i film e troppe serie tv. Più che un neo-adulto sono un ex-bambino",0,63
hstex,Ste from Purpleland,326,423,It’s just a spark but it’s enough to keep me going. - http://t.co/I8gz69tUDd - @paramoreIT,2,13
lorenzodalberto,lorenzo,154,257,"Italian almost Scottish I enjoy photography, cycling, rallies and walking in the hills ",2,92
_Aladino_,Aladino,86,80,Bitten by a radioactive nerd,0,78
carmenfasolo,fasolo ,547,1416,Dirigo le Edizioni Smasher e nel tempo libero fotografo il silenzio.,3,22
furiuschan,Furio Spinosi,582,437,Italian Writer Video-Blogger & Youtuber. Schiuma di torrente e L'Onironauta (Kindle Ed.) http://t.co/AyeQHfr72L…http://t.co/yYJr7APKEv,0,6
Sarodp,Rosario Di Paola,43,203,Kattolico. ,2,82
giannidipippa,Gianni Di Pippa,63,295,Viva la Vida,1,34
ARuffo84,Andrea Ruffo,22,29,"I suoi interessi sono esclusivamente rivolti all'arte, all'economia, alla politica, e non necessariamente in quest’ordine.",1,59
emmarta,kona. ,119,626,"'Happiness can be found, even in the darkest of times, if one only remembers to turn on the light.' Dumbledore",1,77
anpe2673,Annamaria Pezzulo,11,68,Vivo a Torino Italy. I love the world. I'm a citizen of the world. Aussie is on my heart,0,46
meffeisalento,Mario Maffei,1047,1516,Informare per resistere nel Tacco d'Italia #iltaccoditalia,0,28
DaniWisteria,Daniela M.,172,115,"Med student.Caffè dipendente,ama il basket.Polemica.Specializzata in gaffes.May your past be the soundOf your feet upon the ground ",0,22
f_angelucci,Francesco Angelucci,1403,1442,Timeo Danaos et dona ferentes,0,60
edrigj,edriGJ,136,471,"Live fast, die young!",3,26
simonbonzo85,Simonluca Teodoro,36,166,Because only the strong survive ,3,61
mariabeatrice77,Maria Beatrice,300,102,"Runner | swimmer | dreamer | IT, art, music, kayak and poetry addicted | mktg manager | colei che dà beatitudine",3,22
bbgood__,clear,478,261,"You can dream about it or you go out and make it happen || header not mine, icon by likefluffy lj",0,61
TeooooSalo,Matteo ,78,215,"I love laughing a lot... I love run, I like so much friends and HIMYM... and I love twitter!!!!!XDXD",1,29
SajuryS,Sabrina,315,706,http://t.co/i5EdZB0kxs,1,8
danielelapalma,Daniele Bianchi,117,287,titular heladeria La Dolce Vita - Puerto de Tazacorte - La Palma - Canarias,0,48
martinazza,Martina Orlandi,53,411,Rule #1 of Life. Do what makes you happy.,1,81
micheCamma,Micche,106,232,Since 1978. Ma con estrema fatica.,2,31
margherorasta,Margherita Serraglia,221,561,"Qualcosa su di te in meno di 160 caratteri - ok fatto,prossimo livello?",0,24
03Manila,Manila Roberta Fiume,61,179,Be yourself and you can be anything!,2,26
Massimo_Trovato,Massimo Trovato,162,369,Siciliano e drogato di calcio. Ho un figlio di 7anni che gioca a pallone da quando ne aveva 4 1/2 e sogna di diventare calciatore. Secondo me ci riuscirà!!!,1,81
SherwoodPadova,Sherwood,3137,142,La migliore alternativa,3,55
ValyJoey,*Joey*,71,109,BATTERIES ARE NON-INCLUDED.,1,60
Miscugliobiondo,Miscugliobiondo,101,286,Aiutati ad essere figa che Dio non t'ha aiutata. Modesta & figa. Qualcosa non torna? ,0,43
_inyourillusion,Mr.Vogr,195,117,"17-enne alto, biondo con occhi azzurri. Amo il #Web e la #Musica. #Twitter Ã¨ il mio psicologo Free",0,38
AndyMaccarrone,Andrea Maccarrone,300,310,Nato a Catania. Vivo a Roma.Attivista dei diritti civili nel Circolo Mario Mieli dal 1998.,2,63
ricWhat,ricWhat,438,938,Attratto dalle infinite forme dell'intelletto umano.,2,66
SeleneSmando,Selene ,13,48,"in bilico tra genialita' e follia, soprattutto follia, devo ancora trovare la mia strada.",3,63
laGattaSakura,Nicoletta Fersini,160,243,"Amo la Fotografia, i Gatti, il Giappone, i fiori di ciliegio, le fragole, il viola, il Syrah, la mia cittÃ . SarÃ² la prima Gatta Fotografa mai esistita. Meow.",1,12
WaleZeta,ValerÑŽ Å½Ä“Ta,210,235,Perche' rovinare delle belle aspettative con la veritÃ ?,1,67
ceotto89,Andrea Ceotto,45,85,"La vitÃ  Ã¨ un biscotto, ma se piove si scioglie",3,87
jeanlynStephen,Jean Lyn C.,80,40,"I'm criticized but all your bullets ricochet You shoot me down, but I get up I'M BULLETPROOF, NOTHING TO LOSEI am titanium ",2,67
maurizio_mwg,Maurizio Mucciola,88,228,Architect at Kengo Kuma & Associates,2,61
BeaCammertoni,Beatrice Cammertoni,74,334,"Non so perchÃ¨, ma ho come l'impressione che i 140 caratteri mi saranno presto stretti.",1,52
GMattia90,Jim,252,627,"Io sono il numero uno a dare consigli e dire agli altri ciÃ³ che Ã¨ meglio fare, ma sono il primo a non seguirli perchÃ¨ sono il numero uno anche a sbagliare.",1,26
markritardo,MarcoRitardo,42,149,Graphic_Adv and Web Designer live in,2,89
AlevandOfficial,Alessio Vandini,201,165,Alessio Vandini | Audio-Video Maker | ,0,40
aboutdas,DAS,315,460,Porto i cesti di frutta in testa come nessun altro,0,95
lakeplacid69,The Prince,61,158,It's not over' till you're underground,3,86
Pacio81,Fabio,84,118,"Juventino, Amo viaggiare, Amo la tecnologia, tutta la tecnologia, Amo lo Sport... tutto lo sport! ",2,62
miglio100588,Alberto Migliorini,127,290,Ovolollo... e ricordate una cosa importante:Il gallo canta anche la mattina prima di finire in pentola... ,1,7
Brahmino,Simone,1053,448,"Racconto storie, mescolando i tuoi riferimenti culturali con il mio odore. { Man, Daddy, Art Director, Instagram's Bitch }",0,21
giovanni1960,Lorem Ipsum,54,219,Fisioterapista Osteopata Presidente CTR- Reggio Emilia,0,21
FranciMila,Francesca Milano,43,64,Scrivo. Leggo libri. Scatto foto. Ascolto vecchi vinili. Sfoglio Vogue. Divoro film. Consumo drink e ballo in club piccoli e fumosi. Poi basta.,1,43
CinziaSocini,Cinzia Socini,120,253,"Io ti volevo lo stesso. Questa era la mia condanna, volerti con o senza amore. Forse pensavo di essere in grado di amare per tutti e due",2,50
GiuliaRuggeri,Giulia,97,198,"-People moving all the time inside a perfectly straight line. Don't you wanna just curve away?- Coldplay, Strawberry Swing",1,24
OliverHost,Oliver Host,22,105,Music is the way ~,2,43
simonedefalco,Simone De Falco,210,175,"Live well, love much, laugh often",0,71
keiko_freewilly,Fabiana,29,195,"un cuore puro in un mondo di cuori marci, vivere nonostante tutto, tutti hanno un prezzo, io no.",3,78
TheGoodG,Marco,4053,956,Nato per sbaglio nel XX secolo.,0,38
leonardperini,Leonardo Perini,89,81,"Un giorno forse sarÃ³ un Graphic Designer. Nel frattempo tifo Juventus, gioco a calcio, alleno bambini, ammiro le Lamborghini e cerco di imparare l'objective C.",1,59
itsRRobs,All too well.,274,251,We are a brain-washed generation.,1,57
iosonounastrega,Made in Germany.,281,259,Anni: 18. • Razza: aliena. • Professione: serial killer. • Religione: Wiccan. • Segni particolari: misantropa. • Orientamento sessuale: Johnny Depp.,3,27
GiovanniCorbo,Giovanni Corbo,423,400,Secretary General @forumNgiovani / Member of the Advisory Council on youth of CoE ,0,51
bennylove889,Bernice Boakye Dufie,102,252,"Ho 1 cagnetta, 1 gatta, ho avuto 1 coglione di padre!!! Per me esiste solo F.C INTENAZIONALE!! Toccatemi tutto ma non il mio milito!!",2,19
CristoforiFra,Francesco Cristofori,33,135,Fuck you all :),1,68
moniquecechic,monique campaner,163,445,"Sono attratta dalle persone intelligenti, non da quelle che dicono di esserlo.Aspetto sempre che arrivi qualcuno con i fiori.",3,98
Geniovese,Domenico Genovese,68,96,"Finance student @unibocconi. I'm smart, conceited and misanthropist.",2,75
iRockins,Riccardo Siffredi,61,203,"Se non hai almeno una rotella fuori posto non mi parlare, non mi interessa quello che dici!",1,35
toricozza,Tori_SoA,329,588,"C's addicted writer for http://t.co/25nQK1U2xY #NBA #NHL #NFL #MLB #NCAA #2ktwitterleague nba2kseries! #SoA #BBSave the world,Share your ass! #teamLeggins",3,92
ilbasso87,Simone Bassini,46,98,"Batterista dei T-Snaps, bassista da una vita! Ogni tanto scrivo anche per iPhoner.it",0,15
pippo95ful,PippoVardelli,133,209,Instagram:pippo_vardelli FOLLOW ME ,3,12
lawfox65,lawfox,395,700,Sono appeso ad un sogno e resisto in attesa di realizzarlo.,3,22
MyPluginBaby89,Undòmiel ♡,297,215,Juventus addicted. Where the fuck is Muse?! Degree in Political Science. Parental Advisory. Follow #triodelmale : God wills it!,1,23
WebCarrie,Carrie,1218,554,"Allegra e positiva, all'apparenza snob e acidella. Amo la danza. Odio le persone false e che non dicono quello che pensano.Il Brasile è il mio paese preferito!",0,15
rimasparsa,Sara,66,58,Sarò presente a me stessa quando potrò: raccoglierò gli sparsi frammenti della mia anima e diligentemente vigilerò su di essa.,3,68
rolandhidri,roland,19,139,"Universitario, amante del cibo italiano, democratico, caritatevole. D'estate, quando torno a casa, in Albania, adoro correre lungo la costa.Amo la mia famiglia.",0,9
Pizzolo_Enrico,Enrico Pizzolo,45,94,i'm differently hungry..,2,40
lorenzoc_annac,lorentinovero★★★,32,93,Intrinsecamente ed Entrinsecamente JUVENTINO! non credo nella GIUSTIZIA SPORTIVA e #finoallafineFORZAJUVENTUS e #sempreCONTE,0,98
michelesoana,Michele Soana,149,428,World citizen,1,98
xtuttiquelliche,Supertramp,1228,970,"Faccio un giro verso Salvation Mountain, vuoi venire?",1,43
Dirtyilpeggio,Dirty Machine,464,410,Come un film di Moccia con più sangue e sperma La Repubblica,1,83
Darunning,Ceccarelli Dario,97,126,DarioDC Varese (2*12*87) Italy ATHLETE (track and field) POLICEMAN (F.F.O.O. Team) BOMBER {F0||oWm&}                               RuNnEr,2,17
GiovaFortuna,Giovanna Fortunato ,1341,2002,"Il mio cuore è bimbo e non vuole crescere, vuole rimanere autentico, vuole stupirsi.   Su FB : http://t.co/VwqCIxAm ",1,46
Saimons_PsychoK,Simo∞,275,549,Tutto ebbe inizio quel 10 settembre 2009...Tutto il resto è storia :3 -27 febbraio 2010-,1,44
MonsterYay_,Alessia •,92,469,You are what you listen to,2,91
PsychoChiara,Chiara,3074,1686,"Ipotesa.Ipoglicemica.Ho più ricci che capricci,più libri che anni. Da 21 anni cultrice di scelte impopolari. Sparo cazzate e vengo dalla terra delle cassate. ",0,93
el_dif,tsizzi il regolare,117,184,"Non-banker Bocconi graduated,charmed by the hidden as the only that counts.Here to see how big guys crack it.Challenge seeker,harsh traveler,pointing my best",0,60
maxmannino,Massimiliano Mannino,678,337,"Fondali, gasdotti e bei racconti",0,74
GiacomoAsaro,Giacomo (Punto Cult),206,341,"Chi è Giacomo? Bisogna capire cos'è Punto Cult? Uno show Youtubiano. Recensioni di film Cult con un tocco di follia, parodie, imitazioni, e tanto altro.",0,8
dolcestellina75,Laura Sansone,1330,1609,"sognatrice, romantica, un pò idealista, innamorata dell'amore e sempre desiderosa di conoscere persone nuove.http://t.co/jFIWuAL9MT ",0,92
82reiko,Reiko,58,194,Ogni riccio un capriccio ,1,95
marilee92,Zazie von Klausen,418,1020,Proud student of Foreign Languages for Interpreting and Translation. Music addicted. 'Je m'en fous pas mal',0,39
Neurocoso,Alex Della Vecchia,127,123,Cosa farebbe Arthur Dent al posto tuo?,3,31
matiasampietro,Matia Sampietro,61,153,Jurista y estudiante de Ciencia Politica.La libertad sin oportunidades es un regalo endemoniado y negarse a dar esas oportunidades es criminal,3,86
PanteraRosaInc,Carmen Sigillo,411,560,... la donna interiore. È giunta l'ora di venire fuori. ,2,26
lc368,Letizia Ceccarelli,156,91,A digital classicist and roman archaeologisthttp://t.co/Oqjf2tW3,3,3
ivan_iraci,Ivan Iraci,128,178,"Independent IT consultant, sysadmin, developer and - last but non least - freelosopher.",1,59
AntiCosimo,Cosimo Cacciavillani,174,383,"Una volta stavo per andare ad una cena vegana, ma sono finito da McDonald's.",1,19
_xnaive,each other ♥,337,321,"torneró all'origine, e torno a te che sei per mel'essenziale (lui ♥) -  @iStewHeart ♥    ",0,89
SymposiaMente,Cassandra Di Giacomo,128,487,Attualmente studentessa la cui futura laurea in lettere servirà moltissimo a riempire le pareti vuote di una costosissima camera.,2,98
lapoguidi,Lapo Guidi,20,92,cinguettàre [ʧiŋgwet'tare] si dice del canto sommesso e interrotto di alcuni uccelli,1,85
pierogiusti,piero,44,133,Segrr. Reg E .Romagna e segr. Prov.Bologna S.C.S.D. Direttore  Bologna Europa http://t.co/6lKQjXt1 Associazione di politica e cultura del riformismo,3,71
RBeba,Rebecca ,110,270,"Salentina, capeciana per la vita, matricola alla IULM, il mio cuore è per il cinema!",2,4
quequacho,Leonardo Mecca,56,158,Well done is better than well said.,0,100
_Ivy23,Ivana Serrapica,35,236,"Testa tra le nuvole, cuore bianconero.",3,52
Ciro_Esposito,Ciro Esposito,111,209,Student of Economics to Federico II of Naples. Passionate about IT and Social Network. Apple User and Lover. What is my dream? Living in London!.,0,43
flaviorollo,Flavio Rollo,87,361,Borned in Rome. Student of economics and management at University of Rome 3.  CEO of ONEtornei a.s.d,3,100
